ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0035807,induction of blood coagulation in another organism,2/73,10/26731,0.2,73.23561643835617,11.955621500784815,3.263621872380519e-4,0.057766107141135184,0.050156715091321656,Pastreoides38396/Pastreoides10199,2
GO:0044469,venom-mediated blood coagulation,2/73,10/26731,0.2,73.23561643835617,11.955621500784815,3.263621872380519e-4,0.057766107141135184,0.050156715091321656,Pastreoides38396/Pastreoides10199,2
GO:0010595,positive regulation of endothelial cell migration,3/73,59/26731,0.05084745762711865,18.619224518226144,7.08976976350605,5.691640825235514e-4,0.06680032699441621,0.058000878627325406,Pastreoides44736/Pastreoides10199/Pastreoides56557,3
GO:0048483,autonomic nervous system development,2/73,15/26731,0.13333333333333333,48.82374429223744,9.695062549137962,7.548059547391662e-4,0.06680032699441621,0.058000878627325406,Pastreoides38396/Pastreoides10199,2
GO:0070374,positive regulation of ERK1 and ERK2 cascade,4/73,174/26731,0.022988505747126436,8.41788694693749,5.137034176885892,0.0013306506613984554,0.09421006682701064,0.08179999855333663,Pastreoides44736/Pastreoides09912/Pastreoides56557/Pastreoides17148,4
GO:0015908,fatty acid transport,2/73,29/26731,0.06896551724137931,25.25366084081247,6.838353242133148,0.0028473209129295284,0.14379552374494464,0.12485368103932154,Pastreoides09912/Pastreoides17148,2
GO:0004089,carbonate dehydratase activity,2/73,31/26731,0.06451612903225806,23.62439239946973,6.595523445418947,0.003249616355817958,0.14379552374494464,0.12485368103932154,Pastreoides17548/Pastreoides31281,2
GO:0015918,sterol transport,2/73,31/26731,0.06451612903225806,23.62439239946973,6.595523445418947,0.003249616355817958,0.14379552374494464,0.12485368103932154,Pastreoides09912/Pastreoides17148,2
GO:0008218,bioluminescence,2/73,35/26731,0.05714285714285714,20.924461839530334,6.172266266378906,0.004128910159878673,0.1624037996218945,0.14101073294556404,Pastreoides07032/Pastreoides07031,2
GO:0030282,bone mineralization,2/73,41/26731,0.04878048780487805,17.862345472769796,5.654350838614731,0.005630485832845136,0.1993191984827178,0.17306335402008208,Pastreoides44736/Pastreoides03791,2
GO:0010634,positive regulation of epithelial cell migration,2/73,57/26731,0.03508771929824561,12.848353761115117,4.685959110690566,0.010655190835365412,0.23956836380983484,0.2080105924248343,Pastreoides09912/Pastreoides17148,2
GO:0043005,neuron projection,5/73,494/26731,0.010121457489878543,3.7062558926293607,3.177037739552214,0.011340212495875576,0.23956836380983484,0.2080105924248343,Pastreoides31079/Pastreoides16952/Pastreoides55082/Pastreoides27215/Pastreoides31860,5
GO:0002040,sprouting angiogenesis,2/73,59/26731,0.03389830508474576,12.412816345484096,4.592383743050627,0.0113829716602182,0.23956836380983484,0.2080105924248343,Pastreoides56557/Pastreoides48668,2
GO:0010718,positive regulation of epithelial to mesenchymal transition,2/73,60/26731,0.03333333333333333,12.20593607305936,4.547275255765758,0.011754868955812006,0.23956836380983484,0.2080105924248343,Pastreoides09912/Pastreoides17148,2
GO:0005662,DNA replication factor A complex,2/73,75/26731,0.02666666666666667,9.76474885844749,3.9775875350140044,0.017951850857771613,0.23956836380983484,0.2080105924248343,Pastreoides47835/Pastreoides54208,2
GO:0005164,tumor necrosis factor receptor binding,2/73,85/26731,0.023529411764705882,8.615954875100726,3.6801450880428503,0.02269525018437799,0.23956836380983484,0.2080105924248343,Pastreoides17455/Pastreoides61696,2
GO:0006814,sodium ion transport,2/73,87/26731,0.022988505747126436,8.41788694693749,3.626496407517175,0.02369956843274495,0.23956836380983484,0.2080105924248343,Pastreoides31079/Pastreoides02869,2
GO:0004111,creatine kinase activity,1/73,10/26731,0.1,36.61780821917809,5.895056410564855,0.02698043120375848,0.23956836380983484,0.2080105924248343,Pastreoides36559,1
GO:0032878,regulation of establishment or maintenance of cell polarity,1/73,10/26731,0.1,36.61780821917809,5.895056410564855,0.02698043120375848,0.23956836380983484,0.2080105924248343,Pastreoides56557,1
GO:0048240,sperm capacitation,1/73,10/26731,0.1,36.61780821917809,5.895056410564855,0.02698043120375848,0.23956836380983484,0.2080105924248343,Pastreoides31079,1
GO:0006289,nucleotide-excision repair,2/73,97/26731,0.020618556701030927,7.550063550345995,3.3818964878509123,0.028987110811499375,0.23956836380983484,0.2080105924248343,Pastreoides47835/Pastreoides54208,2
GO:0002720,positive regulation of cytokine production involved in immune response,1/73,11/26731,0.09090909090909091,33.28891656288916,5.605039997327924,0.029638656140030695,0.23956836380983484,0.2080105924248343,Pastreoides56557,1
GO:0009750,response to fructose,1/73,11/26731,0.09090909090909091,33.28891656288916,5.605039997327924,0.029638656140030695,0.23956836380983484,0.2080105924248343,Pastreoides02869,1
GO:0032849,positive regulation of cellular pH reduction,1/73,11/26731,0.09090909090909091,33.28891656288916,5.605039997327924,0.029638656140030695,0.23956836380983484,0.2080105924248343,Pastreoides31281,1
GO:0060442,branching involved in prostate gland morphogenesis,1/73,11/26731,0.09090909090909091,33.28891656288916,5.605039997327924,0.029638656140030695,0.23956836380983484,0.2080105924248343,Pastreoides44736,1
GO:0060445,branching involved in salivary gland morphogenesis,1/73,11/26731,0.09090909090909091,33.28891656288916,5.605039997327924,0.029638656140030695,0.23956836380983484,0.2080105924248343,Pastreoides44736,1
GO:0044331,cell-cell adhesion mediated by cadherin,1/73,12/26731,0.08333333333333333,30.5148401826484,5.3514082841249255,0.032289718194738026,0.23956836380983484,0.2080105924248343,Pastreoides56557,1
GO:0060174,limb bud formation,1/73,12/26731,0.08333333333333333,30.5148401826484,5.3514082841249255,0.032289718194738026,0.23956836380983484,0.2080105924248343,Pastreoides44736,1
GO:0065010,extracellular membrane-bounded organelle,1/73,12/26731,0.08333333333333333,30.5148401826484,5.3514082841249255,0.032289718194738026,0.23956836380983484,0.2080105924248343,Pastreoides03791,1
GO:1902216,positive regulation of interleukin-4-mediated signaling pathway,1/73,12/26731,0.08333333333333333,30.5148401826484,5.3514082841249255,0.032289718194738026,0.23956836380983484,0.2080105924248343,Pastreoides25689,1
GO:0060336,negative regulation of type II interferon-mediated signaling pathway,1/73,13/26731,0.07692307692307693,28.167544783983143,5.127046102735483,0.034933636401698775,0.23956836380983484,0.2080105924248343,Pastreoides25689,1
GO:0060501,positive regulation of epithelial cell proliferation involved in lung morphogenesis,1/73,13/26731,0.07692307692307693,28.167544783983143,5.127046102735483,0.034933636401698775,0.23956836380983484,0.2080105924248343,Pastreoides44736,1
GO:0072330,monocarboxylic acid biosynthetic process,1/73,13/26731,0.07692307692307693,28.167544783983143,5.127046102735483,0.034933636401698775,0.23956836380983484,0.2080105924248343,Pastreoides43368,1
GO:1903034,regulation of response to wounding,1/73,13/26731,0.07692307692307693,28.167544783983143,5.127046102735483,0.034933636401698775,0.23956836380983484,0.2080105924248343,Pastreoides43368,1
GO:0001935,endothelial cell proliferation,1/73,14/26731,0.07142857142857142,26.15557729941291,4.926648622456453,0.03757042974486302,0.23956836380983484,0.2080105924248343,Pastreoides44736,1
