ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0006952,defense response,3/46,113/26731,0.02654867256637168,15.427664486340902,6.381052787051951,9.78093120398962e-4,0.16280454437662137,0.12240943186212135,Pastreoides62514/Pastreoides22374/Pastreoides02977,3
GO:0043932,ossification involved in bone remodeling,2/46,71/26731,0.028169014084507043,16.369259032455606,5.383898003447978,0.006675778764789776,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0090177,establishment of planar polarity involved in neural tube closure,2/46,71/26731,0.028169014084507043,16.369259032455606,5.383898003447978,0.006675778764789776,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",2/46,90/26731,0.022222222222222223,12.91352657004831,4.700360011554486,0.010538918855560275,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0090103,cochlea morphogenesis,2/46,93/26731,0.021505376344086023,12.496961196820944,4.611248470865349,0.011220646758591647,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0033690,positive regulation of osteoblast proliferation,2/46,95/26731,0.021052631578947368,12.233867276887873,4.554087595202795,0.011685695281221594,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0035091,phosphatidylinositol binding,2/46,97/26731,0.020618556701030927,11.981622590766472,4.4986165345801545,0.012159123413920218,0.16280454437662137,0.12240943186212135,Pastreoides04839/Pastreoides04835,2
GO:0060122,inner ear receptor cell stereocilium organization,2/46,106/26731,0.018867924528301886,10.964315012305168,4.267763697977259,0.014391632293167972,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0017147,Wnt-protein binding,2/46,116/26731,0.017241379310344827,10.01911544227886,4.041796996435539,0.017063176427829084,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0032281,AMPA glutamate receptor complex,1/46,10/26731,0.1,58.1108695652174,7.499584639294327,0.01707868789430722,0.16280454437662137,0.12240943186212135,Pastreoides04408,1
GO:0005109,frizzled binding,2/46,118/26731,0.01694915254237288,9.849299926308031,3.9998876514360013,0.01762099420132582,0.16280454437662137,0.12240943186212135,Pastreoides42952/Pastreoides52243,2
GO:0002162,dystroglycan binding,1/46,11/26731,0.09090909090909091,52.82806324110672,7.138186446352302,0.018770779521000258,0.16280454437662137,0.12240943186212135,Pastreoides20069,1
GO:0018022,peptidyl-lysine methylation,1/46,11/26731,0.09090909090909091,52.82806324110672,7.138186446352302,0.018770779521000258,0.16280454437662137,0.12240943186212135,Pastreoides20402,1
GO:0044647,host-symbiont bicellular tight junction,1/46,11/26731,0.09090909090909091,52.82806324110672,7.138186446352302,0.018770779521000258,0.16280454437662137,0.12240943186212135,Pastreoides36126,1
GO:1990225,rhoptry neck,1/46,11/26731,0.09090909090909091,52.82806324110672,7.138186446352302,0.018770779521000258,0.16280454437662137,0.12240943186212135,Pastreoides36126,1
GO:0031091,platelet alpha granule,1/46,12/26731,0.08333333333333333,48.42572463768115,6.82243316834966,0.02046002144248349,0.16280454437662137,0.12240943186212135,Pastreoides56738,1
GO:0065010,extracellular membrane-bounded organelle,1/46,12/26731,0.08333333333333333,48.42572463768115,6.82243316834966,0.02046002144248349,0.16280454437662137,0.12240943186212135,Pastreoides03791,1
GO:0002051,osteoblast fate commitment,1/46,13/26731,0.07692307692307693,44.700668896321076,6.543386588424885,0.02214641835156117,0.16280454437662137,0.12240943186212135,Pastreoides04835,1
GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",1/46,13/26731,0.07692307692307693,44.700668896321076,6.543386588424885,0.02214641835156117,0.16280454437662137,0.12240943186212135,Pastreoides32729,1
GO:0019864,IgG binding,1/46,13/26731,0.07692307692307693,44.700668896321076,6.543386588424885,0.02214641835156117,0.16280454437662137,0.12240943186212135,Pastreoides52270,1
GO:0002102,podosome,1/46,14/26731,0.07142857142857142,41.50776397515528,6.294384011633947,0.023829974933484377,0.16280454437662137,0.12240943186212135,Pastreoides04835,1
GO:0015012,heparan sulfate proteoglycan biosynthetic process,1/46,14/26731,0.07142857142857142,41.50776397515528,6.294384011633947,0.023829974933484377,0.16280454437662137,0.12240943186212135,Pastreoides00276,1
GO:0046789,host cell surface receptor binding,1/46,16/26731,0.0625,36.31929347826087,5.8673122470928245,0.027188585819182043,0.16280454437662137,0.12240943186212135,Pastreoides36126,1
GO:0060992,response to fungicide,1/46,16/26731,0.0625,36.31929347826087,5.8673122470928245,0.027188585819182043,0.16280454437662137,0.12240943186212135,Pastreoides04408,1
GO:0009277,fungal-type cell wall,1/46,17/26731,0.058823529411764705,34.18286445012788,5.682162694554094,0.02886364945580233,0.16280454437662137,0.12240943186212135,Pastreoides09903,1
GO:0015020,glucuronosyltransferase activity,1/46,17/26731,0.058823529411764705,34.18286445012788,5.682162694554094,0.02886364945580233,0.16280454437662137,0.12240943186212135,Pastreoides20069,1
GO:0034058,endosomal vesicle fusion,1/46,17/26731,0.058823529411764705,34.18286445012788,5.682162694554094,0.02886364945580233,0.16280454437662137,0.12240943186212135,Pastreoides48896,1
GO:1990266,neutrophil migration,1/46,17/26731,0.058823529411764705,34.18286445012788,5.682162694554094,0.02886364945580233,0.16280454437662137,0.12240943186212135,Pastreoides52270,1
GO:0001775,cell activation,1/46,18/26731,0.05555555555555555,32.28381642512077,5.512383713231264,0.03053589143098534,0.16280454437662137,0.12240943186212135,Pastreoides02977,1
GO:0035235,ionotropic glutamate receptor signaling pathway,1/46,18/26731,0.05555555555555555,32.28381642512077,5.512383713231264,0.03053589143098534,0.16280454437662137,0.12240943186212135,Pastreoides04408,1
GO:0035269,protein O-linked mannosylation,1/46,18/26731,0.05555555555555555,32.28381642512077,5.512383713231264,0.03053589143098534,0.16280454437662137,0.12240943186212135,Pastreoides20069,1
GO:0009607,response to biotic stimulus,1/46,19/26731,0.05263157894736842,30.584668192219677,5.355932461423992,0.03220531639239621,0.16280454437662137,0.12240943186212135,Pastreoides22374,1
GO:0016462,pyrophosphatase activity,1/46,19/26731,0.05263157894736842,30.584668192219677,5.355932461423992,0.03220531639239621,0.16280454437662137,0.12240943186212135,Pastreoides03791,1
GO:0030042,actin filament depolymerization,1/46,19/26731,0.05263157894736842,30.584668192219677,5.355932461423992,0.03220531639239621,0.16280454437662137,0.12240943186212135,Pastreoides62514,1
GO:0042157,lipoprotein metabolic process,1/46,19/26731,0.05263157894736842,30.584668192219677,5.355932461423992,0.03220531639239621,0.16280454437662137,0.12240943186212135,Pastreoides51323,1
