ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0008218,bioluminescence,3/161,35/26731,0.08571428571428572,14.23123336291038,6.097164254030998,0.001218325003837812,0.38206160399026573,0.3700596687863831,Pastreoides35800/Pastreoides61925/Pastreoides04293,3
GO:0016018,cyclosporin A binding,2/161,12/26731,0.16666666666666666,27.671842650103518,7.193664572835928,0.0022869416464015445,0.38206160399026573,0.3700596687863831,Pastreoides04368/Pastreoides00848,2
GO:0065010,extracellular membrane-bounded organelle,2/161,12/26731,0.16666666666666666,27.671842650103518,7.193664572835928,0.0022869416464015445,0.38206160399026573,0.3700596687863831,Pastreoides03789/Pastreoides03791,2
GO:0006412,translation,5/161,173/26731,0.028901734104046242,4.79858543065379,3.9017901377120476,0.00403109388246607,0.38206160399026573,0.3700596687863831,Pastreoides02679/Pastreoides41279/Pastreoides37336/Pastreoides46422/Pastreoides08764,5
GO:0070887,cellular response to chemical stimulus,5/161,178/26731,0.028089887640449437,4.663793705073627,3.817691717469069,0.004546123441901943,0.38206160399026573,0.3700596687863831,Pastreoides31258/Pastreoides45638/Pastreoides07326/Pastreoides31079/Pastreoides23252,5
GO:0045669,positive regulation of osteoblast differentiation,5/161,184/26731,0.02717391304347826,4.511713475560357,3.720804921236903,0.005224041420160058,0.38206160399026573,0.3700596687863831,Pastreoides28673/Pastreoides42952/Pastreoides59597/Pastreoides52243/Pastreoides25604,5
GO:0071205,protein localization to juxtaparanode region of axon,3/161,59/26731,0.05084745762711865,8.442257079692599,4.454710879794532,0.005446243850783971,0.38206160399026573,0.3700596687863831,Pastreoides04610/Pastreoides46674/Pastreoides50352,3
GO:0016462,pyrophosphatase activity,2/161,19/26731,0.10526315789473684,17.47695325269696,5.592643639713716,0.005763702749401799,0.38206160399026573,0.3700596687863831,Pastreoides03789/Pastreoides03791,2
GO:0051781,positive regulation of cell division,2/161,19/26731,0.10526315789473684,17.47695325269696,5.592643639713716,0.005763702749401799,0.38206160399026573,0.3700596687863831,Pastreoides61803/Pastreoides44736,2
GO:0045216,cell-cell junction organization,3/161,62/26731,0.04838709677419355,8.033760769384893,4.316151818376136,0.00625341390161679,0.38206160399026573,0.3700596687863831,Pastreoides47468/Pastreoides46674/Pastreoides23622,3
GO:0006826,iron ion transport,2/161,23/26731,0.08695652173913043,14.43748312179314,5.018544808982621,0.008394285236266624,0.38206160399026573,0.3700596687863831,Pastreoides52447/Pastreoides31085,2
GO:0019226,transmission of nerve impulse,2/161,23/26731,0.08695652173913043,14.43748312179314,5.018544808982621,0.008394285236266624,0.38206160399026573,0.3700596687863831,Pastreoides15696/Pastreoides47468,2
GO:0044057,regulation of system process,3/161,69/26731,0.043478260869565216,7.21874156089657,4.026218427730478,0.008402368390393095,0.38206160399026573,0.3700596687863831,Pastreoides31258/Pastreoides04475/Pastreoides14888,3
GO:0031012,extracellular matrix,8/161,476/26731,0.01680672268907563,2.7904379142961533,3.068127272627027,0.008410486431373087,0.38206160399026573,0.3700596687863831,Pastreoides42952/Pastreoides52243/Pastreoides12265/Pastreoides50720/Pastreoides03791/Pastreoides25604/Pastreoides56130/Pastreoides23622,8
GO:0043932,ossification involved in bone remodeling,3/161,71/26731,0.04225352112676056,7.015396728195258,3.950754261894861,0.009086286273467735,0.38206160399026573,0.3700596687863831,Pastreoides42952/Pastreoides52243/Pastreoides25604,3
GO:0090177,establishment of planar polarity involved in neural tube closure,3/161,71/26731,0.04225352112676056,7.015396728195258,3.950754261894861,0.009086286273467735,0.38206160399026573,0.3700596687863831,Pastreoides42952/Pastreoides52243/Pastreoides25604,3
GO:0002251,organ or tissue specific immune response,2/161,24/26731,0.08333333333333333,13.835921325051759,4.89707498817181,0.009121447968107863,0.38206160399026573,0.3700596687863831,Pastreoides52270/Pastreoides51044,2
GO:0005662,DNA replication factor A complex,3/161,75/26731,0.04,6.641242236024845,3.808241933387851,0.01054939500666798,0.38206160399026573,0.3700596687863831,Pastreoides54208/Pastreoides20906/Pastreoides11733,3
GO:0004970,glutamate-gated receptor activity,2/161,26/26731,0.07692307692307693,12.771619684663165,4.674586984991091,0.010656719982779339,0.38206160399026573,0.3700596687863831,Pastreoides04408/Pastreoides04414,2
GO:0048518,positive regulation of biological process,6/161,310/26731,0.01935483870967742,3.2135043077539573,3.051428745249886,0.011435571024352251,0.38206160399026573,0.3700596687863831,Pastreoides60870/Pastreoides56738/Pastreoides17594/Pastreoides56130/Pastreoides14888/Pastreoides23622,6
GO:0048557,embryonic digestive tract morphogenesis,2/161,28/26731,0.07142857142857142,11.85936113575865,4.475276821886601,0.012297612499511754,0.38206160399026573,0.3700596687863831,Pastreoides62726/Pastreoides44736,2
GO:0005840,ribosome,4/161,156/26731,0.02564102564102564,4.257206561554387,3.176051995999548,0.014849683789056083,0.38206160399026573,0.3700596687863831,Pastreoides02679/Pastreoides41279/Pastreoides37336/Pastreoides46422,4
GO:0000413,protein peptidyl-prolyl isomerization,2/161,33/26731,0.06060606060606061,10.062488236401279,4.054914502716504,0.01684416638580993,0.38206160399026573,0.3700596687863831,Pastreoides04368/Pastreoides00848,2
GO:0006801,superoxide metabolic process,2/161,33/26731,0.06060606060606061,10.062488236401279,4.054914502716504,0.01684416638580993,0.38206160399026573,0.3700596687863831,Pastreoides15696/Pastreoides04835,2
